claim_id,claim,claim_type,paper_record_id,paper_title,doi,arxiv_id,semantic_scholar_paper_id,source_url,evidence_location,evidence_type,quote,paraphrase,verified,extraction_uncertainty
claim-025,Self-RAG is a self-reflective retrieval refinement variant.,paper_result,paper-bc038b32491c,"A Unified Evaluation Framework for Grounded LLM Architectures: Comparative Analysis of RAG, Self-RAG, and Agentic RAG",10.1109/aisp68263.2025.11396270,,98549f027cd33116bccac58eb8f43ced736a7de3,https://www.semanticscholar.org/paper/98549f027cd33116bccac58eb8f43ced736a7de3,abstract excerpt,abstract,Self-RAG (self-reflective retrieval refinement),Self-RAG is described as a variant that refines retrieval through self-reflection.,True,"The abstract excerpt is truncated; no metrics, results, or limitations are stated. The 'other' rag_stages tag is an interpretation of Agentic RAG's multi-step reasoning/tool orchestration, which does not map cleanly to the provided stage labels."
claim-026,Agentic RAG is a multi-step reasoning and tool orchestration variant.,paper_result,paper-bc038b32491c,"A Unified Evaluation Framework for Grounded LLM Architectures: Comparative Analysis of RAG, Self-RAG, and Agentic RAG",10.1109/aisp68263.2025.11396270,,98549f027cd33116bccac58eb8f43ced736a7de3,https://www.semanticscholar.org/paper/98549f027cd33116bccac58eb8f43ced736a7de3,abstract excerpt,abstract,Agentic RAG (multi-step reasoning and tool orchestration),Agentic RAG is described as a variant involving multi-step reasoning and tool orchestration.,True,"The abstract excerpt is truncated; no metrics, results, or limitations are stated. The 'other' rag_stages tag is an interpretation of Agentic RAG's multi-step reasoning/tool orchestration, which does not map cleanly to the provided stage labels."
claim-027,"Self-RAG and Agentic RAG aim to boost factuality, reasoning depth, and adaptability.",paper_result,paper-bc038b32491c,"A Unified Evaluation Framework for Grounded LLM Architectures: Comparative Analysis of RAG, Self-RAG, and Agentic RAG",10.1109/aisp68263.2025.11396270,,98549f027cd33116bccac58eb8f43ced736a7de3,https://www.semanticscholar.org/paper/98549f027cd33116bccac58eb8f43ced736a7de3,abstract excerpt,abstract,"aim to boost factuality, reasoning depth, and adaptability","The two variants aim to improve factuality, reasoning depth, and adaptability.",True,"The abstract excerpt is truncated; no metrics, results, or limitations are stated. The 'other' rag_stages tag is an interpretation of Agentic RAG's multi-step reasoning/tool orchestration, which does not map cleanly to the provided stage labels."
claim-028,The unified evaluation framework compares the three paradigms under matched conditions for the first time.,paper_result,paper-bc038b32491c,"A Unified Evaluation Framework for Grounded LLM Architectures: Comparative Analysis of RAG, Self-RAG, and Agentic RAG",10.1109/aisp68263.2025.11396270,,98549f027cd33116bccac58eb8f43ced736a7de3,https://www.semanticscholar.org/paper/98549f027cd33116bccac58eb8f43ced736a7de3,abstract excerpt,abstract,"We present a unified evaluation framework that, for the first time, compares these three paradigms under matched conditions",The framework is claimed to be the first to compare these three paradigms under matched conditions.,True,"The abstract excerpt is truncated; no metrics, results, or limitations are stated. The 'other' rag_stages tag is an interpretation of Agentic RAG's multi-step reasoning/tool orchestration, which does not map cleanly to the provided stage labels."
claim-029,"Matched conditions include the same base model, the same hybrid retriever, and identical domain constraints.",paper_result,paper-bc038b32491c,"A Unified Evaluation Framework for Grounded LLM Architectures: Comparative Analysis of RAG, Self-RAG, and Agentic RAG",10.1109/aisp68263.2025.11396270,,98549f027cd33116bccac58eb8f43ced736a7de3,https://www.semanticscholar.org/paper/98549f027cd33116bccac58eb8f43ced736a7de3,abstract excerpt,abstract,"the same base model, the same hybrid retriever, and identical domain constraints","Comparisons use the same base model, same hybrid retriever, and identical domain constraints.",True,"The abstract excerpt is truncated; no metrics, results, or limitations are stated. The 'other' rag_stages tag is an interpretation of Agentic RAG's multi-step reasoning/tool orchestration, which does not map cleanly to the provided stage labels."
claim-030,"The multi-task benchmark spans factual recall, multi-hop reasoning, and domain-specific Q&A in insurance.",paper_result,paper-bc038b32491c,"A Unified Evaluation Framework for Grounded LLM Architectures: Comparative Analysis of RAG, Self-RAG, and Agentic RAG",10.1109/aisp68263.2025.11396270,,98549f027cd33116bccac58eb8f43ced736a7de3,https://www.semanticscholar.org/paper/98549f027cd33116bccac58eb8f43ced736a7de3,abstract excerpt,abstract,"Our multi-task benchmark spans factual recall, multi-hop reasoning, and domain-specific Q&A in insurance,","The benchmark covers factual recall, multi-hop reasoning, and insurance domain Q&A.",True,"The abstract excerpt is truncated; no metrics, results, or limitations are stated. The 'other' rag_stages tag is an interpretation of Agentic RAG's multi-step reasoning/tool orchestration, which does not map cleanly to the provided stage labels."
claim-031,"RAG systems combine large language models with external knowledge retrieval, making them highly effective for knowledge-intensive tasks.",paper_result,paper-7007cbd18339,DynamicRAG: Leveraging Outputs of Large Language Model as Feedback for Dynamic Reranking in Retrieval-Augmented Generation,10.48550/arxiv.2505.07233,2505.07233,3dbd7e9c620a9ce6b45024b7d9a357a812ac7321,https://www.semanticscholar.org/paper/3dbd7e9c620a9ce6b45024b7d9a357a812ac7321,abstract excerpt,abstract,"Retrieval-augmented generation (RAG) systems combine large language models (LLMs) with external knowledge retrieval, making them highly effective for knowledge-intensive tasks.",Combining LLMs with external retrieval makes RAG systems effective for knowledge-intensive tasks.,True,"The abstract excerpt is truncated mid-sentence; no methodology details, datasets, metrics, results, or limitations are provided. The reranking stage tag is supported by the title and excerpt."
claim-032,The reranker is a crucial but often under-explored component of RAG systems.,paper_result,paper-7007cbd18339,DynamicRAG: Leveraging Outputs of Large Language Model as Feedback for Dynamic Reranking in Retrieval-Augmented Generation,10.48550/arxiv.2505.07233,2505.07233,3dbd7e9c620a9ce6b45024b7d9a357a812ac7321,https://www.semanticscholar.org/paper/3dbd7e9c620a9ce6b45024b7d9a357a812ac7321,abstract excerpt,abstract,A crucial but often under-explored component of these systems is the reranker.,Reranking is described as a critical yet under-explored RAG component.,True,"The abstract excerpt is truncated mid-sentence; no methodology details, datasets, metrics, results, or limitations are provided. The reranking stage tag is supported by the title and excerpt."
claim-033,Irrelevant documents in RAG systems can mislead the generator.,paper_result,paper-7007cbd18339,DynamicRAG: Leveraging Outputs of Large Language Model as Feedback for Dynamic Reranking in Retrieval-Augmented Generation,10.48550/arxiv.2505.07233,2505.07233,3dbd7e9c620a9ce6b45024b7d9a357a812ac7321,https://www.semanticscholar.org/paper/3dbd7e9c620a9ce6b45024b7d9a357a812ac7321,abstract excerpt,abstract,Since irrelevant documents in RAG systems can mislead the generator,Irrelevant retrieved documents can mislead the generator in RAG systems.,True,"The abstract excerpt is truncated mid-sentence; no methodology details, datasets, metrics, results, or limitations are provided. The reranking stage tag is supported by the title and excerpt."
claim-034,The reranker plays a vital role in refining retrieved documents to enhance generation quality and explainability.,paper_result,paper-7007cbd18339,DynamicRAG: Leveraging Outputs of Large Language Model as Feedback for Dynamic Reranking in Retrieval-Augmented Generation,10.48550/arxiv.2505.07233,2505.07233,3dbd7e9c620a9ce6b45024b7d9a357a812ac7321,https://www.semanticscholar.org/paper/3dbd7e9c620a9ce6b45024b7d9a357a812ac7321,abstract excerpt,abstract,the reranker plays a vital role in refining retrieved documents to enhance generation quality and explainability,"Reranking refines retrieved documents, improving generation quality and explainability.",True,"The abstract excerpt is truncated mid-sentence; no methodology details, datasets, metrics, results, or limitations are provided. The reranking stage tag is supported by the title and excerpt."
claim-035,It is challenging to determine the appropriate number of documents (k) that the reranker should select.,paper_result,paper-7007cbd18339,DynamicRAG: Leveraging Outputs of Large Language Model as Feedback for Dynamic Reranking in Retrieval-Augmented Generation,10.48550/arxiv.2505.07233,2505.07233,3dbd7e9c620a9ce6b45024b7d9a357a812ac7321,https://www.semanticscholar.org/paper/3dbd7e9c620a9ce6b45024b7d9a357a812ac7321,abstract excerpt,abstract,"However, it is challenging to determine the appropriate number of documents ($k$) that the reranker should select",Choosing the right k for reranker document selection is difficult.,True,"The abstract excerpt is truncated mid-sentence; no methodology details, datasets, metrics, results, or limitations are provided. The reranking stage tag is supported by the title and excerpt."
claim-036,Too few selected documents may result in missing critical information.,paper_result,paper-7007cbd18339,DynamicRAG: Leveraging Outputs of Large Language Model as Feedback for Dynamic Reranking in Retrieval-Augmented Generation,10.48550/arxiv.2505.07233,2505.07233,3dbd7e9c620a9ce6b45024b7d9a357a812ac7321,https://www.semanticscholar.org/paper/3dbd7e9c620a9ce6b45024b7d9a357a812ac7321,abstract excerpt,abstract,too few may result in missing critical informa,Selecting too few documents risks omitting critical information.,True,"The abstract excerpt is truncated mid-sentence; no methodology details, datasets, metrics, results, or limitations are provided. The reranking stage tag is supported by the title and excerpt."
claim-037,Large language models are the core of many Artificial Intelligence systems.,paper_result,paper-4da143f9f4d6,Evaluating retriever reranker pairings in RAG based on quality and efficiency trade-offs,10.1007/s10791-026-10156-3,,1474b9ce4b8b10a0a0444661ea1437da237c544c,https://www.semanticscholar.org/paper/1474b9ce4b8b10a0a0444661ea1437da237c544c,abstract excerpt,abstract,Large language models (LLMs) are the core of many Artificial Intelligence (AI) systems.,LLMs are central to many AI systems.,True,"The abstract excerpt is truncated mid-sentence; no methodology details, datasets, metrics, results, or limitations are provided. The reranking stage tag is supported by the title and excerpt."
claim-038,"One of the key problems with these systems is hallucination (i.e., making up facts).",paper_result,paper-4da143f9f4d6,Evaluating retriever reranker pairings in RAG based on quality and efficiency trade-offs,10.1007/s10791-026-10156-3,,1474b9ce4b8b10a0a0444661ea1437da237c544c,https://www.semanticscholar.org/paper/1474b9ce4b8b10a0a0444661ea1437da237c544c,abstract excerpt,abstract,"One of the key problems with these systems is hallucination (i.e., making up facts).","Hallucination, or making up facts, is a key problem for these systems.",True,"The abstract excerpt is truncated mid-sentence; no methodology details, datasets, metrics, results, or limitations are provided. The reranking stage tag is supported by the title and excerpt."
claim-039,"RAG solves this problem by grounding responses in external knowledge sources, thereby improving the factual accuracy of the response.",paper_result,paper-4da143f9f4d6,Evaluating retriever reranker pairings in RAG based on quality and efficiency trade-offs,10.1007/s10791-026-10156-3,,1474b9ce4b8b10a0a0444661ea1437da237c544c,https://www.semanticscholar.org/paper/1474b9ce4b8b10a0a0444661ea1437da237c544c,abstract excerpt,abstract,"Retrieval-Augmented Generation (RAG) solves this problem by grounding responses in external knowledge sources, thereby improving the factual accuracy of the response.","RAG grounds responses in external knowledge sources, improving factual accuracy.",True,"The abstract excerpt is truncated mid-sentence; no methodology details, datasets, metrics, results, or limitations are provided. The reranking stage tag is supported by the title and excerpt."
claim-040,The RAG system consists of two core components: the information retrieval component (retriever and rerankers) and the text generation component (LLM).,paper_result,paper-4da143f9f4d6,Evaluating retriever reranker pairings in RAG based on quality and efficiency trade-offs,10.1007/s10791-026-10156-3,,1474b9ce4b8b10a0a0444661ea1437da237c544c,https://www.semanticscholar.org/paper/1474b9ce4b8b10a0a0444661ea1437da237c544c,abstract excerpt,abstract,The RAG system consists of two core components: the information retrieval component (retriever and rerankers) and the text generation component (LLM).,RAG has two core components: information retrieval (retriever and rerankers) and text generation (LLM).,True,"The abstract excerpt is truncated mid-sentence; no methodology details, datasets, metrics, results, or limitations are provided. The reranking stage tag is supported by the title and excerpt."
claim-041,"The efficacy of a RAG system depends on the retrieval strategies, reranking mechanisms, and generation mod",paper_result,paper-4da143f9f4d6,Evaluating retriever reranker pairings in RAG based on quality and efficiency trade-offs,10.1007/s10791-026-10156-3,,1474b9ce4b8b10a0a0444661ea1437da237c544c,https://www.semanticscholar.org/paper/1474b9ce4b8b10a0a0444661ea1437da237c544c,abstract excerpt,abstract,"So the efficacy of a RAG system depends on the retrieval strategies, reranking mechanisms, and generation mod","RAG efficacy depends on retrieval strategies, reranking mechanisms, and generation models.",True,"The abstract excerpt is truncated mid-sentence; no methodology details, datasets, metrics, results, or limitations are provided. The reranking stage tag is supported by the title and excerpt."
